,NA_NA_W0_P0,NA_NA_W0_P2,NA_NA_W0_P3,NA_NA_W0_P4,NA_NA_W1_P2,NA_NA_W1_P3,NA_NA_W1_P4,NA_NA_W2_P2,NA_NA_W2_P3,NA_NA_W2_P4,NA_NA_W3_P1,NA_NA_W3_P2,S0_NA_W0_P0,S0_NA_W0_P1,S0_NA_W0_P2,S0_NA_W0_P3,S0_NA_W0_P4,S0_NA_W1_P0,S0_NA_W1_P1,S0_NA_W1_P2,S0_NA_W1_P3,S0_NA_W1_P4,S0_NA_W2_P0,S0_NA_W2_P1,S0_NA_W2_P2,S0_NA_W2_P3,S0_NA_W2_P4,S0_NA_W3_P0,S0_NA_W3_P1,S0_NA_W3_P2,S0_NA_W3_P3,S0_NA_W3_P4,S0_NA_W4_P0,S0_NA_W4_P1,S0_NA_W4_P2,S1_NA_W0_P0,S1_NA_W0_P1,S1_NA_W0_P2,S1_NA_W0_P3,S1_NA_W0_P4,S1_NA_W1_P0,S1_NA_W1_P1,S1_NA_W1_P2,S1_NA_W1_P3,S1_NA_W1_P4,S1_NA_W2_P0,S1_NA_W2_P1,S1_NA_W2_P2,S1_NA_W2_P3,S1_NA_W2_P4,S1_NA_W3_P0,S1_NA_W3_P1,S1_NA_W3_P2,S1_NA_W3_P3,S1_NA_W3_P4,S1_NA_W4_P0,S1_NA_W4_P1,S1_NA_W4_P2,S2_NA_W0_P0,S2_NA_W0_P1,S2_NA_W0_P2,S2_NA_W0_P3,S2_NA_W0_P4,S2_NA_W1_P0,S2_NA_W1_P1,S2_NA_W1_P2,S2_NA_W1_P3,S2_NA_W1_P4,S2_NA_W2_P0,S2_NA_W2_P1,S2_NA_W2_P2,S2_NA_W2_P3,S2_NA_W2_P4,S2_NA_W3_P0,S2_NA_W3_P1,S2_NA_W3_P2,S2_NA_W3_P3,S2_NA_W3_P4,S2_NA_W4_P0,S2_NA_W4_P1,S2_NA_W4_P2,S2_NA_W4_P3,S3_NA_W0_P0,S3_NA_W0_P1,S3_NA_W0_P2,S3_NA_W0_P3,S3_NA_W0_P4,S3_NA_W1_P0,S3_NA_W1_P1,S3_NA_W1_P2,S3_NA_W1_P3,S3_NA_W1_P4,S3_NA_W2_P0,S3_NA_W2_P1,S3_NA_W2_P2,S3_NA_W2_P3,S3_NA_W2_P4,S3_NA_W3_P0,S3_NA_W3_P1,S3_NA_W3_P2,S3_NA_W3_P3,S3_NA_W3_P4,S3_NA_W4_P0,S3_NA_W4_P1,S3_NA_W4_P2,S3_NA_W4_P3,S4_NA_W0_P1,S4_NA_W0_P2,S4_NA_W0_P3,S4_NA_W0_P4,S4_NA_W1_P1,S4_NA_W1_P2,S4_NA_W1_P3,S4_NA_W1_P4,S4_NA_W2_P0,S4_NA_W2_P1,S4_NA_W2_P2,S4_NA_W2_P3,S4_NA_W2_P4,S4_NA_W3_P0,S4_NA_W3_P1,S4_NA_W3_P2,S4_NA_W3_P3,S4_NA_W3_P4,S4_NA_W4_P0,S4_NA_W4_P1,S4_NA_W4_P2
NA_NA_W3_P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NA_NA_W3_P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W0_P0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5139949109414759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356234096692112,0.0,0.0,0.0,0.005089058524173028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11195928753180662,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010178117048346057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W0_P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W0_P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.10227272727272728,0.0,0.0,0.011363636363636364,0.045454545454545456,0.0,0.0,0.0,0.011363636363636364,0.07954545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07954545454545454,0.07954545454545454,0.011363636363636364,0.0,0.011363636363636364,0.06818181818181818,0.011363636363636364,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.03409090909090909,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.022727272727272728,0.011363636363636364,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0
S0_NA_W0_P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021691973969631237,0.0,0.03036876355748373,0.3188720173535792,0.05856832971800434,0.0,0.0,0.02386117136659436,0.04338394793926247,0.0,0.0,0.0,0.02386117136659436,0.008676789587852495,0.0,0.0,0.0021691973969631237,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0,0.006507592190889371,0.0,0.026030368763557483,0.19522776572668113,0.0455531453362256,0.0,0.0,0.019522776572668113,0.03253796095444685,0.0,0.0,0.0,0.019522776572668113,0.010845986984815618,0.0,0.0,0.0021691973969631237,0.010845986984815618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021691973969631237,0.03470715835140998,0.010845986984815618,0.0,0.0,0.0021691973969631237,0.010845986984815618,0.0,0.0,0.0,0.0021691973969631237,0.006507592190889371,0.0,0.0,0.0,0.006507592190889371,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004338394793926247,0.004338394793926247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021691973969631237,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004338394793926247,0.013015184381778741,0.0,0.0,0.004338394793926247,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0
S0_NA_W0_P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001336898395721925,0.0,0.001336898395721925,0.03609625668449198,0.42245989304812837,0.0,0.0,0.0,0.0213903743315508,0.008021390374331552,0.0,0.0,0.0053475935828877,0.0053475935828877,0.00267379679144385,0.0,0.0,0.0,0.001336898395721925,0.0,0.0,0.0,0.0,0.0,0.0,0.00267379679144385,0.03074866310160428,0.25935828877005346,0.0,0.0,0.001336898395721925,0.01871657754010695,0.013368983957219251,0.0,0.0,0.0,0.009358288770053475,0.00267379679144385,0.0,0.0,0.00267379679144385,0.001336898395721925,0.001336898395721925,0.0,0.0,0.0,0.001336898395721925,0.0,0.0,0.009358288770053475,0.06016042780748663,0.0,0.0,0.0,0.0066844919786096255,0.008021390374331552,0.0,0.0,0.0053475935828877,0.001336898395721925,0.0,0.0,0.0,0.004010695187165776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00267379679144385,0.004010695187165776,0.0,0.0,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,0.001336898395721925,0.001336898395721925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013368983957219251,0.022727272727272728,0.0,0.0,0.001336898395721925,0.001336898395721925,0.0,0.0,0.0,0.0,0.001336898395721925,0.0,0.001336898395721925,0.001336898395721925,0.0,0.0,0.0,0.0,0.0
S0_NA_W1_P0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W1_P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W1_P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06542056074766354,0.09345794392523364,0.0,0.0,0.0,0.14953271028037382,0.028037383177570093,0.0,0.0,0.009345794392523364,0.12149532710280374,0.0,0.0,0.0,0.028037383177570093,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037383177570093455,0.06542056074766354,0.009345794392523364,0.0,0.018691588785046728,0.056074766355140186,0.028037383177570093,0.0,0.0,0.028037383177570093,0.06542056074766354,0.0,0.0,0.0,0.04672897196261682,0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.009345794392523364,0.009345794392523364,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W1_P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635593220338983,0.059322033898305086,0.0,0.0,0.0,0.1864406779661017,0.00847457627118644,0.0,0.0,0.05508474576271186,0.09322033898305085,0.0,0.0,0.0,0.025423728813559324,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.07203389830508475,0.05508474576271186,0.0,0.0,0.012711864406779662,0.0847457627118644,0.00847457627118644,0.0,0.00423728813559322,0.0423728813559322,0.05508474576271186,0.0,0.0,0.012711864406779662,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211864406779661,0.012711864406779662,0.0,0.0,0.012711864406779662,0.025423728813559324,0.00423728813559322,0.0,0.0,0.012711864406779662,0.01694915254237288,0.0,0.0,0.0,0.012711864406779662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00423728813559322,0.00423728813559322,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.00423728813559322,0.00423728813559322,0.0,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W1_P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.2222222222222222,0.0,0.0,0.0,0.14285714285714285,0.031746031746031744,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.09523809523809523,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.015873015873015872,0.06349206349206349,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0
S0_NA_W2_P0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W2_P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.03278688524590164,0.0,0.0,0.0,0.2459016393442623,0.03278688524590164,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.14754098360655737,0.04918032786885246,0.0,0.0,0.0,0.09836065573770492,0.03278688524590164,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0
S0_NA_W2_P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011428571428571429,0.017142857142857144,0.008571428571428572,0.0,0.0,0.045714285714285714,0.025714285714285714,0.0,0.0,0.014285714285714285,0.17142857142857143,0.02857142857142857,0.0,0.0,0.05142857142857143,0.1,0.0,0.0,0.0,0.002857142857142857,0.0,0.005714285714285714,0.0,0.008571428571428572,0.037142857142857144,0.008571428571428572,0.0,0.0,0.02,0.025714285714285714,0.0,0.0,0.005714285714285714,0.12571428571428572,0.022857142857142857,0.0,0.0,0.025714285714285714,0.08857142857142856,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.005714285714285714,0.008571428571428572,0.005714285714285714,0.0,0.0,0.005714285714285714,0.017142857142857144,0.0,0.002857142857142857,0.0,0.017142857142857144,0.008571428571428572,0.0,0.0,0.005714285714285714,0.008571428571428572,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.005714285714285714,0.0,0.0,0.0,0.005714285714285714,0.005714285714285714,0.002857142857142857,0.0,0.005714285714285714,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.005714285714285714,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.002857142857142857,0.0
S0_NA_W2_P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391304347826087,0.017391304347826087,0.0,0.0,0.0,0.06086956521739131,0.02608695652173913,0.0,0.0,0.06521739130434782,0.1826086956521739,0.0,0.0,0.004347826086956522,0.07391304347826087,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02608695652173913,0.030434782608695653,0.0,0.0,0.008695652173913044,0.04782608695652174,0.02608695652173913,0.0,0.0,0.034782608695652174,0.08695652173913043,0.004347826086956522,0.0,0.004347826086956522,0.043478260869565216,0.008695652173913044,0.0,0.0,0.017391304347826087,0.0,0.0,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.004347826086956522,0.021739130434782608,0.0,0.004347826086956522,0.0,0.013043478260869565,0.034782608695652174,0.0,0.0,0.0,0.013043478260869565,0.0,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.004347826086956522,0.0,0.0,0.013043478260869565,0.008695652173913044,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0
S0_NA_W2_P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W3_P0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0_NA_W3_P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.002242152466367713,0.0,0.0,0.0,0.004484304932735426,0.002242152466367713,0.0,0.0,0.02242152466367713,0.02466367713004484,0.004484304932735426,0.0,0.002242152466367713,0.30269058295964124,0.05605381165919283,0.0,0.0,0.013452914798206279,0.08968609865470852,0.0,0.0,0.0,0.006726457399103139,0.004484304932735426,0.0,0.0,0.0,0.0,0.008968609865470852,0.0,0.0,0.006726457399103139,0.02466367713004484,0.004484304932735426,0.0,0.011210762331838564,0.1412556053811659,0.03811659192825112,0.0,0.0,0.01569506726457399,0.042600896860986545,0.002242152466367713,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.006726457399103139,0.004484304932735426,0.0,0.0,0.053811659192825115,0.02242152466367713,0.0,0.0,0.004484304932735426,0.008968609865470852,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.002242152466367713,0.0,0.002242152466367713,0.0,0.0,0.0,0.0,0.0,0.006726457399103139,0.002242152466367713,0.0,0.0,0.006726457399103139,0.004484304932735426,0.0,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.0,0.004484304932735426,0.008968609865470852,0.0,0.002242152466367713,0.002242152466367713,0.0,0.0,0.0,0.0,0.002242152466367713,0.0,0.0,0.002242152466367713,0.0,0.0,0.0,0.004484304932735426,0.002242152466367713,0.0
