trajectory_id,year,month,day,hour,x,y,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,timestamp,x_translate,y_translate,x_rotated,y_rotated,speed,angle_deg,sym_speed,sym_wind,sym_pressure,sym_dir,symbol
                Ana,2003,4,22,60,29.5,-60.1,tropical storm,,50,994,-1998,-1998,42260,19.5,-15.100000000000001,20.92256948584657,13.057797904314576,3.5057096285916196,-23.549425995947562,S3,W3,P2,,S3_NA_W3_P2
                Ana,2003,4,23,0,30.0,-54.7,tropical storm,,40,998,-1998,-1998,42300,20.0,-9.700000000000003,16.03057633013877,15.398396751726933,5.423098745182499,154.43098072186473,S3,W2,P2,,S3_NA_W2_P2
                Ana,2003,4,23,12,31.4,-51.5,tropical storm,,40,1000,-1998,-1998,42312,21.4,-6.5,13.51415103911366,17.820710471022842,3.4928498393145957,136.09168419657917,S3,W2,P2,,S3_NA_W2_P2
                Ana,2003,4,23,18,31.9,-50.6,tropical storm,,35,1001,-1998,-1998,42318,21.9,-5.600000000000001,12.843231704907978,18.601650447582507,1.0295630140987024,130.66645782815885,S0,W1,P2,,S0_NA_W1_P2
                Ana,2003,4,23,60,30.6,-53.0,tropical storm,,40,1000,-1998,-1998,42360,20.6,-8.0,14.643902958129441,16.550411056916015,2.729468812791235,-48.72186669712732,S2,W2,P2,,S2_NA_W2_P2
                Ana,2003,4,24,0,32.1,-49.6,tropical storm,,35,1003,-1998,-1998,42400,22.1,-4.600000000000001,11.97453347216763,19.135844588727647,3.7161808352124077,135.91511840877828,S3,W1,P3,,S3_NA_W1_P3
                Ana,2003,4,24,12,31.8,-47.8,extratropical,,35,1005,-1998,-1998,42412,21.8,-2.799999999999997,10.182126685509932,19.478303215635254,1.8248287590894716,169.18338413526155,S1,W1,P3,,S1_NA_W1_P3
                Ana,2003,4,24,18,31.5,-46.6,extratropical,,35,1005,-1998,-1998,42418,21.5,-1.6000000000000014,8.952529741719191,19.61280732642916,1.2369316876852936,173.75730539516272,S1,W1,P3,,S1_NA_W1_P3
                Ana,2003,4,24,60,32.0,-48.7,extratropical,,35,1004,-1998,-1998,42460,22.0,-3.700000000000003,11.09565962184826,19.353974722420357,2.158703314492293,-6.886440319012947,S2,W1,P3,,S2_NA_W1_P3
                Ana,2003,4,25,0,31.5,-45.4,extratropical,,35,1005,-1998,-1998,42500,21.5,-0.3999999999999986,7.826910055985291,20.028716358656546,3.337663853655732,168.33671011140007,S2,W1,P3,,S2_NA_W1_P3
                Ana,2003,4,25,12,31.7,-43.1,extratropical,,30,1003,-1998,-1998,42512,21.7,1.8999999999999986,5.73879049703322,21.013478618048016,2.3086792761230357,154.7513211991257,S2,W0,P3,,S2_NA_W0_P3
                Ana,2003,4,25,18,31.8,-42.1,extratropical,,30,1004,-1998,-1998,42518,21.8,2.8999999999999986,4.83543317827392,21.453871118715334,1.0049875621120914,154.01046878973605,S0,W0,P3,,S0_NA_W0_P3
                Ana,2003,4,25,60,31.6,-44.2,extratropical,,35,1004,-1998,-1998,42560,21.6,0.7999999999999972,6.735949456270347,20.53842703136176,2.1095023109729008,-25.719270103769485,S2,W1,P3,,S2_NA_W1_P3
                Ana,2003,4,26,0,31.9,-40.8,extratropical,,30,1005,-1998,-1998,42600,21.9,4.200000000000003,3.650670938081141,21.99824087743949,3.413209633175207,154.6786108580652,S3,W0,P3,,S3_NA_W0_P3
                Ana,2003,4,26,12,32.9,-35.6,extratropical,,35,1002,-1998,-1998,42612,22.9,9.399999999999999,-0.8804235065762578,24.738529755203075,5.295280917949486,148.83553487257723,S3,W1,P2,,S3_NA_W1_P2
                Ana,2003,4,26,18,33.6,-32.8,extratropical,,40,1002,-1998,-1998,42618,23.6,12.200000000000003,-3.2642558378227164,26.36559564707842,2.886173937932368,145.68481845930953,S2,W2,P2,,S2_NA_W2_P2
                Ana,2003,4,26,60,32.3,-38.4,extratropical,,35,1002,-1998,-1998,42660,22.299999999999997,6.600000000000001,1.5380679106891417,23.20526550380556,5.748912940721927,-33.348255969046214,S3,W1,P2,,S3_NA_W1_P2
                Ana,2003,4,27,0,34.4,-29.2,extratropical,,40,1002,-1998,-1998,42700,24.4,15.8,-6.3638422068728175,28.363735867583173,9.436630754670864,146.8629717542378,S3,W2,P2,,S3_NA_W2_P2
                Ana,2003,4,27,12,36.1,-22.4,extratropical,,40,1000,-1998,-1998,42712,26.1,22.6,-12.153149297042777,32.31518160499471,7.009279563550022,145.68481845930953,S3,W2,P2,,S3_NA_W2_P2
                Ana,2003,4,27,60,35.3,-25.8,extratropical,,40,999,-1998,-1998,42760,25.299999999999997,19.2,-9.241166208948322,30.38635955652785,3.4928498393146,-33.51945798795128,S3,W2,P2,,S3_NA_W2_P2
                Ana,2015,5,6,12,28.2,-78.5,other low,,25,1015,0,0,50612,18.2,-33.5,37.73150321552001,5.46110475061627,53.176122461119704,-27.951902950250634,S4,W0,P4,,S4_NA_W0_P4
                Ana,2015,5,6,18,29.7,-77.8,other low,,25,1014,0,0,50618,19.7,-32.8,37.59477802245946,7.110742959916289,1.65529453572469,94.73795540533624,S1,W0,P4,,S1_NA_W0_P4
                Ana,2015,5,6,60,26.8,-79.2,other low,,25,1016,0,0,50660,16.8,-34.2,37.9028874945995,3.9052681817940833,3.220248437620926,-84.50961044842519,S2,W0,P4,,S2_NA_W0_P4
                Ana,2015,5,7,0,30.8,-77.5,other low,,30,1012,0,0,50700,20.8,-32.5,37.69462304723442,8.246538263229208,4.346262762420149,92.74655393576407,S3,W0,P4,,S3_NA_W0_P4
                Ana,2015,5,7,12,30.6,-77.5,other low,,40,1008,210,0,50712,20.6,-32.5,37.62530487519653,8.05893498227356,0.1999999999999989,-110.27893807276362,S0,W2,P4,,S0_NA_W2_P4
                Ana,2015,5,7,18,31.2,-77.5,other low,,40,1005,220,0,50718,21.2,-32.5,37.83325939131022,8.621744825140507,0.5999999999999992,69.72106192723575,S0,W2,P3,,S0_NA_W2_P3
                Ana,2015,5,7,60,30.7,-77.8,other low,,35,1010,100,0,50760,20.7,-32.8,37.941368882648945,8.048759364694535,0.5830951894845302,-79.31518154069123,S0,W1,P4,,S0_NA_W1_P4
                Ana,2015,5,8,0,31.4,-77.6,subtropical storm,,40,1003,220,0,50800,21.4,-32.599999999999994,37.99637920382594,8.774689020077208,0.7280109889280537,85.66645782815871,S0,W2,P3,,S0_NA_W2_P3
                Ana,2015,5,8,12,31.5,-77.5,subtropical storm,,40,1000,210,0,50812,21.5,-32.5,37.937236649367065,8.90314974657398,0.14142135623730726,114.72106192723508,S0,W2,P2,,S0_NA_W2_P2
                Ana,2015,5,8,18,31.6,-77.4,subtropical storm,,45,999,200,0,50818,21.6,-32.400000000000006,37.8780940949082,9.031610473070755,0.1414213562373059,114.72106192723216,S0,W2,P2,,S0_NA_W2_P2
                Ana,2015,5,8,60,31.5,-77.6,subtropical storm,,40,1002,220,0,50860,21.5,-32.599999999999994,38.031038289844886,8.868490660555032,0.22360679774996933,-46.843989249844576,S0,W2,P2,,S0_NA_W2_P2
                Ana,2015,5,9,0,31.9,-77.3,subtropical storm,,50,998,220,0,50900,21.9,-32.3,37.88826971248721,9.347674480523176,0.499999999999998,106.59095957307996,S0,W3,P2,,S0_NA_W3_P2
                Ana,2015,5,9,12,32.5,-77.8,tropical storm,,50,1001,200,0,50912,22.5,-32.8,38.56523243099003,9.737188893295384,0.7810249675906705,29.9154908349708,S0,W3,P2,,S0_NA_W3_P2
                Ana,2015,5,9,18,32.7,-78.0,tropical storm,,45,1001,200,0,50918,22.700000000000003,-33.0,38.82215388398358,9.855474002213137,0.28284271247462395,24.72106192723578,S0,W2,P2,,S0_NA_W2_P2
                Ana,2015,5,9,60,32.2,-77.5,tropical storm,,50,998,200,0,50960,22.200000000000003,-32.5,38.17985025149971,9.559761229918756,0.7071067811865527,-155.2789380727641,S0,W3,P2,,S0_NA_W3_P2
                Ana,2015,5,10,0,33.1,-78.3,tropical storm,,45,1001,160,0,51000,23.1,-33.3,39.242195149492844,10.12670330606759,1.2041594578792276,28.087522590665877,S1,W2,P2,,S1_NA_W2_P2
                Ana,2015,5,10,10,33.8,-78.8,tropical storm,,40,1002,150,0,51010,23.799999999999997,-33.8,39.95381695401461,10.610019359317615,0.8602325267042629,34.183384135261214,S0,W2,P2,,S0_NA_W2_P2
                Ana,2015,5,10,12,33.9,-78.8,tropical storm,,35,1002,130,0,51012,23.9,-33.8,39.98847604003356,10.703820999795443,0.10000000000000278,69.72106192723709,S0,W1,P2,,S0_NA_W1_P2
                Ana,2015,5,10,18,34.3,-78.7,tropical depression,,30,1006,0,0,51018,24.299999999999997,-33.7,40.03331074363153,11.113686647725684,0.4123105625617589,83.75730539516229,S0,W0,P3,,S0_NA_W0_P3
                Ana,2015,5,10,60,33.5,-78.6,tropical storm,,40,1002,150,0,51060,23.5,-33.599999999999994,39.66223641500211,10.397932609922044,0.8062257748298476,-117.40395442166637,S0,W2,P2,,S0_NA_W2_P2
                Ana,2015,5,11,0,34.7,-78.5,tropical depression,,30,1009,0,0,51100,24.700000000000003,-33.5,39.98434380675168,11.558211381674889,1.2041594578792296,74.48470361796177,S1,W0,P4,,S1_NA_W0_P4
                Ana,2015,5,11,12,36.2,-77.3,tropical depression,,30,1012,0,0,51112,26.200000000000003,-32.3,39.378610411302006,13.381145021069647,1.9209372712298578,108.38087018132634,S1,W0,P4,,S1_NA_W0_P4
                Ana,2015,5,11,18,37.0,-76.3,tropical depression,,30,1012,0,0,51118,27.0,-31.299999999999997,38.71786669467535,14.478149005081733,1.2806248474865667,121.06125367314581,S1,W0,P4,,S1_NA_W0_P4
                Ana,2015,5,11,60,35.5,-78.0,tropical depression,,30,1010,0,0,51160,25.5,-33.0,39.792608292514146,12.481919935592229,2.2671568097509303,-61.70260369776658,S2,W0,P4,,S2_NA_W0_P4
                Ana,2015,5,12,0,38.1,-75.1,other low,,30,1012,0,0,51200,28.1,-30.099999999999994,37.97349695514988,15.925876082565193,3.8948684188300966,117.84319238935183,S3,W0,P4,,S3_NA_W0_P4
                Ana,2015,5,12,12,40.8,-70.7,other low,,25,1009,0,0,51212,30.799999999999997,-25.700000000000003,34.78202009663722,19.983520160300202,5.162363799656109,128.18627002204767,S3,W0,P4,,S3_NA_W0_P4
                Ana,2015,5,12,18,43.0,-67.0,other low,,25,1005,0,0,51218,33.0,-22.0,32.07385929137457,23.329542433513463,4.304648650006187,128.98557422531587,S3,W0,P3,,S3_NA_W0_P3
                Ana,2015,5,12,60,39.3,-73.1,other low,,25,1011,0,0,51260,29.299999999999997,-28.099999999999994,36.513373177820775,17.744677488678064,7.134423592694788,-51.518152960972806,S3,W0,P4,,S3_NA_W0_P4
                Ana,2021,5,20,0,30.3,-55.5,extratropical,,30,1015,0,0,52000,20.3,-10.5,16.884966712018215,15.402528985008818,19.767650340897873,-173.19538720839535,S4,W0,P4,,S4_NA_W0_P4
                Ana,2021,5,20,12,33.0,-53.0,extratropical,,40,1012,150,0,52012,23.0,-8.0,15.475721022584212,18.80165042838381,3.67967389859482,112.51846376547017,S3,W2,P4,,S3_NA_W2_P4
                Ana,2021,5,20,18,34.2,-53.8,extratropical,,45,1010,210,0,52018,24.200000000000003,-8.799999999999997,16.642043178634196,19.64999742596612,1.4422205101855978,36.03099440125631,S1,W2,P4,,S1_NA_W2_P4
                Ana,2021,5,20,60,31.5,-54.5,extratropical,,35,1013,100,0,52060,21.5,-9.5,16.362859339467352,16.874739530932203,2.7892651361962755,-95.74448299222391,S2,W1,P4,,S2_NA_W1_P4
                Ana,2021,5,21,0,34.8,-55.0,extratropical,,50,1008,270,0,52100,24.799999999999997,-10.0,17.975617380481786,19.796898236605678,3.337663853655726,61.10541374307188,S2,W3,P4,,S2_NA_W3_P4
                Ana,2021,5,21,12,35.7,-59.3,extratropical,,45,1005,330,0,52112,25.700000000000003,-14.299999999999997,22.321019695198792,19.15077230209131,4.393176527297757,-8.457449732156695,S3,W2,P3,,S3_NA_W2_P3
                Ana,2021,5,21,18,35.0,-61.1,extratropical,,45,1005,270,0,52118,25.0,-16.1,23.766835621667003,17.87029727040545,1.931320791582803,-41.529443579897254,S1,W2,P3,,S1_NA_W2_P3
                Ana,2021,5,21,60,35.5,-57.0,extratropical,,50,1006,300,0,52160,25.5,-12.0,20.094263792170928,19.76032799957148,4.130375285612678,152.76810445906202,S3,W3,P3,,S3_NA_W3_P3
                Ana,2021,5,22,0,34.5,-61.8,extratropical,,40,1006,180,0,52200,24.5,-16.799999999999997,24.250151674917028,17.15867546588369,4.903060268852501,-32.04722700478469,S3,W2,P3,,S3_NA_W2_P3
                Ana,2021,5,22,12,34.3,-62.7,subtropical storm,,35,1006,90,0,52212,24.299999999999997,-17.700000000000003,25.025048267179557,16.659140410757495,0.9219544457292944,-32.807745781915756,S0,W1,P3,,S0_NA_W1_P3
                Ana,2021,5,22,18,34.2,-62.4,subtropical storm,,35,1006,40,0,52218,24.200000000000003,-17.4,24.708984259727135,16.669316028336524,0.31622776601683655,178.15601075015647,S0,W1,P3,,S0_NA_W1_P3
                Ana,2021,5,22,60,34.2,-62.1,subtropical storm,,35,1006,120,0,52260,24.200000000000003,-17.1,24.42757933829366,16.77329328639337,0.2999999999999984,159.72106192723638,S0,W1,P3,,S0_NA_W1_P3
                Ana,2021,5,23,0,34.7,-61.8,tropical storm,,40,1005,40,0,52300,24.700000000000003,-16.799999999999997,24.319469846954927,17.34627874683934,0.5830951894845304,100.68481845930984,S0,W2,P3,,S0_NA_W2_P3
                Ana,2021,5,23,12,36.1,-60.3,tropical storm,,35,1005,30,0,52312,26.1,-15.299999999999997,23.397672444052837,19.17938800381312,2.0518284528683206,116.69599593811797,S2,W1,P3,,S2_NA_W1_P3
                Ana,2021,5,23,18,36.8,-58.7,other low,,35,1006,30,0,52318,26.799999999999997,-13.700000000000003,22.139459798540287,20.390544863461066,1.7464249196572883,136.09168419657925,S1,W1,P3,,S1_NA_W1_P3
                Ana,2021,5,23,60,35.4,-61.1,tropical storm,,40,1004,40,0,52360,25.4,-16.1,23.905471965742798,18.24550383231675,2.778488797889958,-50.53537523629327,S2,W2,P3,,S2_NA_W2_P3
                Ana,2021,5,24,0,37.6,-56.7,other low,,35,1007,30,0,52400,27.6,-11.700000000000003,20.54069967713538,21.834139707662647,4.91934955049954,133.15601075015798,S3,W1,P3,,S3_NA_W1_P3
                Ana,1979,6,19,12,10.0,-45.0,tropical depression,,25,1011,-1998,-1998,61912,0.0,0.0,0.0,0.0,29.977491556165937,-133.2516594035927,S4,W0,P4,,S4_NA_W0_P4
                Ana,1979,6,19,18,10.2,-46.0,tropical depression,,25,1011,-1998,-1998,61918,0.1999999999999993,-1.0,1.0073345768161457,-0.15898757923383902,1.0198039027185568,-8.969005598743843,S0,W0,P4,,S0_NA_W0_P4
                Ana,1979,6,20,0,10.5,-47.0,tropical depression,,25,1010,-1998,-1998,62000,0.5,-2.0,2.049328239651241,-0.22417351798985186,1.0440306508910555,-3.5796938387703556,S0,W0,P4,,S0_NA_W0_P4
                Ana,1979,6,20,12,11.3,-49.2,tropical depression,,25,1010,-1998,-1998,62012,1.3000000000000007,-4.200000000000003,4.390237018314981,-0.236260286584127,2.3409399821439276,-0.2958315508640432,S2,W0,P4,,S2_NA_W0_P4
                Ana,1979,6,20,18,11.8,-50.2,tropical depression,,25,1009,-1998,-1998,62018,1.8000000000000007,-5.200000000000003,5.501548853187973,-0.11384294438449083,1.1180339887498951,6.286113104313972,S0,W0,P4,,S0_NA_W0_P4
                Ana,1979,6,20,60,10.9,-48.1,tropical depression,,25,1010,-1998,-1998,62060,0.9000000000000004,-3.1000000000000014,3.219782628983111,-0.23021690228698943,2.284731931759174,-177.08034755911584,S2,W0,P4,,S2_NA_W0_P4
                Ana,1979,6,21,0,12.3,-51.1,tropical depression,,30,1009,-1998,-1998,62100,2.3000000000000007,-6.100000000000001,6.51905904758314,0.04323348383409442,3.3105890714493698,4.737955405336008,S2,W0,P4,,S2_NA_W0_P4
                Ana,1979,6,21,12,13.5,-52.7,tropical depression,,30,1008,-1998,-1998,62112,3.5,-7.700000000000003,8.435794327455724,0.6143077932648104,2.000000000000001,16.59095957307996,S1,W0,P4,,S1_NA_W0_P4
